the_month,POA_CODE21,class,kwh,nmi_count
2022-11-01,3134,Residential,4550861.818,13857
2022-11-01,3135,Commercial,569861.6155,450
2022-11-01,3135,Industrial,1008200.884,14
2022-11-01,3135,Residential,2644454.11,8574
2022-11-01,3136,Commercial,1571920.3668,1323
2022-11-01,3136,Industrial,2087609.514,51
2022-11-01,3136,Residential,5864974.5914,19282
2022-11-01,3137,Commercial,1105198.293,763
2022-11-01,3137,Industrial,1977110.399,33
2022-11-01,3137,Residential,1902944.6948,6073
2022-11-01,3138,Commercial,458132.0418,349
2022-11-01,3138,Industrial,416632.179,13
2022-11-01,3138,Residential,2873694.5445,8792
2022-11-01,3139,Commercial,979054.6467,741
2022-11-01,3139,Industrial,487944.1729,9
2022-11-01,3139,Residential,2682675.7823,5452
2022-11-01,3140,Commercial,1275613.3025,968
2022-11-01,3140,Industrial,2861253.5348,48
2022-11-01,3140,Residential,2321448.9091,6866
2022-11-01,3152,Commercial,1221012.2384,760
2022-11-01,3152,Industrial,5383653.4253,73
2022-11-01,3152,Residential,3232071.9492,10554
2022-11-01,3153,Commercial,3875838.5848,2945
2022-11-01,3153,Industrial,6337069.8558,114
2022-11-01,3153,Residential,2635151.4266,9310
2022-11-01,3154,Commercial,188306.1716,91
2022-11-01,3154,Industrial,274.8,1
2022-11-01,3154,Residential,623664.6018,1700
2022-11-01,3155,Commercial,1057039.1364,1064
2022-11-01,3155,Industrial,2246277.156,35
2022-11-01,3155,Residential,3022550.0326,10388
2022-11-01,3156,Commercial,1694406.3472,1252
2022-11-01,3156,Industrial,2942680.122,40
2022-11-01,3156,Residential,5105544.3921,15096
2022-11-01,3158,Commercial,170136.3487,124
2022-11-01,3158,Industrial,422236.82399999996,3
2022-11-01,3158,Residential,963845.5869,2569
2022-11-01,3159,Commercial,36880.5435,66
2022-11-01,3159,Residential,498246.9406,960
2022-11-01,3160,Commercial,380096.14519999997,311
2022-11-01,3160,Industrial,232543.58120000002,7
2022-11-01,3160,Residential,1489723.5019,3527
2022-11-01,3175,Commercial,219917.8193,83
2022-11-01,3175,Industrial,685774.3589999999,11
2022-11-01,3175,Residential,425.029,1
2022-11-01,3178,Commercial,846084.8196,484
2022-11-01,3178,Industrial,1669733.033,31
2022-11-01,3178,Residential,2363233.6108,7041
2022-11-01,3179,Commercial,38915.3349,30
2022-11-01,3179,Industrial,42103.632,2
2022-11-01,3179,Residential,211497.798,709
2022-11-01,3180,Commercial,949698.2483,621
2022-11-01,3180,Industrial,3650513.429,44
2022-11-01,3180,Residential,911764.125,3039
2022-11-01,3434,Commercial,0.0,1
2022-11-01,3522,Residential,4040.403,8
2022-11-01,3607,Commercial,19063.8599,20
2022-11-01,3607,Industrial,223711.604,5
2022-11-01,3607,Residential,27076.722,61
2022-11-01,3608,Commercial,455199.39149999997,270
2022-11-01,3608,Industrial,271951.276,12
2022-11-01,3608,Residential,539482.4915,1430
2022-11-01,3610,Commercial,2947.591,1
2022-11-01,3612,Commercial,10795.241,1
2022-11-01,3612,Residential,8978.371000000001,19
2022-11-01,3646,Commercial,876.964,2
2022-11-01,3646,Residential,1486.122,5
2022-11-01,3658,Commercial,307081.4512,271
2022-11-01,3658,Industrial,787072.9314,8
2022-11-01,3658,Residential,1059891.3964,2667
2022-11-01,3659,Commercial,55980.1328,78
2022-11-01,3659,Industrial,1703.392,1
2022-11-01,3659,Residential,156936.152,331
2022-11-01,3660,Commercial,704732.7665,623
2022-11-01,3660,Industrial,1015385.2016,26
2022-11-01,3660,Residential,1272478.2516,3757
2022-11-01,3662,Commercial,18332.841399999998,12
2022-11-01,3662,Industrial,907424.072,2
2022-11-01,3662,Residential,88086.771,274
2022-11-01,3663,Commercial,43628.6501,42
2022-11-01,3663,Residential,45621.74,93
2022-11-01,3664,Commercial,148733.5612,119
2022-11-01,3664,Industrial,16751.456,1
2022-11-01,3664,Residential,250837.8491,597
2022-11-01,3665,Commercial,35832.0671,54
2022-11-01,3665,Residential,89461.5495,192
2022-11-01,3666,Commercial,489109.0527,583
2022-11-01,3666,Industrial,358697.078,12
2022-11-01,3666,Residential,874231.4821,2556
2022-11-01,3669,Commercial,86844.1481,206
2022-11-01,3669,Industrial,17358.5,1
2022-11-01,3669,Residential,273192.99,694
2022-11-01,3670,Commercial,17026.5415,50
2022-11-01,3670,Residential,134389.19,279
2022-11-01,3672,Commercial,761316.3163,754
2022-11-01,3672,Industrial,4230792.334000001,29
2022-11-01,3672,Residential,1626596.0863,5469
2022-11-01,3673,Commercial,304929.8875,240
2022-11-01,3673,Industrial,19863.296,1
2022-11-01,3673,Residential,380422.9103,793
2022-11-01,3675,Commercial,146313.1461,215
2022-11-01,3675,Residential,369544.1181,820
2022-11-01,3677,Commercial,1843136.1533000001,1356
2022-11-01,3677,Industrial,2407815.924,52
2022-11-01,3677,Residential,2445272.5111,9190
2022-11-01,3678,Commercial,558606.4407,716
2022-11-01,3678,Industrial,4162547.9779999997,17
2022-11-01,3678,Residential,1360521.2373,2841
2022-11-01,3682,Commercial,74393.307,81
2022-11-01,3682,Residential,126695.0165,255
2022-11-01,3683,Commercial,107170.9056,138
2022-11-01,3683,Residential,294552.7977,821
2022-11-01,3685,Commercial,313607.1159,271
2022-11-01,3685,Industrial,48700.172000000006,2
2022-11-01,3685,Residential,504920.3415,1418
2022-11-01,3687,Commercial,85905.8346,65
2022-11-01,3687,Industrial,1347607.3813,3
2022-11-01,3687,Residential,175977.522,520
2022-11-01,3688,Commercial,42207.0035,83
2022-11-01,3688,Industrial,209429.626,2
2022-11-01,3688,Residential,253013.985,536
2022-11-01,3690,Commercial,2319926.3375,1625
2022-11-01,3690,Industrial,9964948.9295,92
2022-11-01,3690,Residential,4348274.2517,15801
2022-11-01,3691,Commercial,665777.9047,654
2022-11-01,3691,Industrial,4404633.999,24
2022-11-01,3691,Residential,1840301.4388,4906
2022-11-01,3695,Commercial,16480.617000000002,56
2022-11-01,3695,Residential,90842.8743,187
2022-11-01,3697,Commercial,26026.8345,56
2022-11-01,3697,Industrial,411.408,1
2022-11-01,3697,Residential,129418.0975,308
2022-11-01,3698,Commercial,86159.63070000001,56
2022-11-01,3698,Residential,232678.7737,610
2022-11-01,3699,Commercial,492227.1531,337
2022-11-01,3699,Industrial,164934.396,6
2022-11-01,3699,Residential,341868.2371,1094
2022-11-01,3700,Commercial,177205.885,150
2022-11-01,3700,Industrial,121617.17799999999,4
2022-11-01,3700,Residential,263945.9483,642
2022-11-01,3701,Commercial,211322.1929,266
2022-11-01,3701,Industrial,13449.86,1
2022-11-01,3701,Residential,247390.7489,667
2022-11-01,3704,Commercial,3936.1910000000003,4
2022-11-01,3704,Residential,7125.33,13
2022-11-01,3705,Commercial,45991.6892,41
2022-11-01,3705,Residential,51089.862,125
2022-11-01,3707,Commercial,298848.18200000003,276
2022-11-01,3707,Industrial,69227.466,3
2022-11-01,3707,Residential,390873.618,952
2022-11-01,3708,Commercial,11011.108,21
2022-11-01,3708,Residential,12151.93,36
2022-11-01,3709,Commercial,77665.5867,62
2022-11-01,3709,Residential,60322.4104,156
2022-11-01,3711,Commercial,35066.4075,41
2022-11-01,3711,Residential,147229.835,375
2022-11-01,3712,Commercial,123576.5719,53
2022-11-01,3712,Industrial,209519.374,5
2022-11-01,3712,Residential,95316.708,219
2022-11-01,3713,Commercial,244161.5856,121
2022-11-01,3713,Industrial,62438.336,4
2022-11-01,3713,Residential,274158.7018,882
2022-11-01,3714,Commercial,371308.3308,411
2022-11-01,3714,Industrial,119471.308,6
2022-11-01,3714,Residential,866857.0506,2001
2022-11-01,3715,Commercial,18131.4258,48
2022-11-01,3715,Residential,86228.6647,236
2022-11-01,3717,Commercial,307287.1374,372
2022-11-01,3717,Industrial,155302.3274,5
2022-11-01,3717,Residential,847912.811,1887
2022-11-01,3718,Commercial,12643.9689,28
2022-11-01,3718,Residential,24269.8355,53
2022-11-01,3719,Commercial,85285.4339,76
2022-11-01,3719,Residential,104151.869,251
2022-11-01,3720,Commercial,80383.4118,60
2022-11-01,3720,Industrial,9574.976,1
2022-11-01,3720,Residential,194532.0726,715
2022-11-01,3722,Commercial,671123.495,538
2022-11-01,3722,Industrial,235937.96600000001,7
2022-11-01,3722,Residential,1334620.2854,3018
2022-11-01,3723,Commercial,691770.6981,555
2022-11-01,3723,Industrial,479414.552,18
2022-11-01,3723,Residential,967921.4392,3117
2022-11-01,3725,Commercial,21638.1809,69
2022-11-01,3725,Residential,113111.9092,246
2022-11-01,3726,Commercial,15063.221,64
2022-11-01,3726,Residential,84067.92079999999,195
2022-11-01,3727,Commercial,10449.707400000001,43
2022-11-01,3727,Residential,60647.602,134
2022-11-01,3728,Commercial,5935.489,8
2022-11-01,3728,Residential,6090.7829,13
2022-11-01,3730,Commercial,132.025,5
2022-11-01,3730,Residential,6759.644,11
2022-11-01,3732,Commercial,69246.2279,119
2022-11-01,3732,Residential,148547.2233,276
2022-11-01,3733,Commercial,69186.1273,60
2022-11-01,3733,Residential,62063.8053,123
2022-11-01,3735,Commercial,59714.2527,99
2022-11-01,3735,Industrial,85988.12,2
2022-11-01,3735,Residential,168387.1863,315
2022-11-01,3737,Commercial,512635.7227,539
2022-11-01,3737,Industrial,1690830.118,7
2022-11-01,3737,Residential,1041004.8275,2266
2022-11-01,3738,Commercial,40595.5889,42
2022-11-01,3738,Industrial,2908.776,1
2022-11-01,3738,Residential,45315.587400000004,101
2022-11-01,3739,Commercial,34854.1086,45
2022-11-01,3739,Industrial,96507.392,1
2022-11-01,3739,Residential,55020.836,107
2022-11-01,3740,Commercial,107689.9926,89
2022-11-01,3740,Residential,270793.9612,598
2022-11-01,3741,Commercial,839474.103,562
2022-11-01,3741,Industrial,296513.179,8
2022-11-01,3741,Residential,931722.0699,2626
2022-11-01,3744,Commercial,15388.5278,28
2022-11-01,3744,Industrial,37798.02,1
2022-11-01,3744,Residential,120217.9886,278
2022-11-01,3746,Commercial,10223.7799,23
2022-11-01,3746,Residential,61279.209,173
2022-11-01,3747,Commercial,462067.7298,385
2022-11-01,3747,Industrial,262945.294,8
2022-11-01,3747,Residential,1058206.5601,2346
2022-11-01,3749,Commercial,133410.2933,137
2022-11-01,3749,Industrial,31796.34,1
2022-11-01,3749,Residential,347752.61460000003,879
2022-11-01,3750,Commercial,225621.2108,120
2022-11-01,3750,Industrial,922022.3648,16
2022-11-01,3750,Residential,2250262.8392,9112
2022-11-01,3751,Commercial,14618.058,10
2022-11-01,3751,Industrial,12801.792,1
2022-11-01,3751,Residential,41098.397,74
2022-11-01,3752,Commercial,996635.3086,343
2022-11-01,3752,Industrial,1400859.258,23
2022-11-01,3752,Residential,2671918.2982,8592
2022-11-01,3753,Commercial,122740.35800000001,58
2022-11-01,3753,Industrial,45128.464,2
2022-11-01,3753,Residential,674067.4727,2122
2022-11-01,3754,Commercial,843441.5822,452
2022-11-01,3754,Industrial,2289175.047,31
2022-11-01,3754,Residential,5537448.9063,17916
2022-11-01,3755,Commercial,21608.1991,25
2022-11-01,3755,Industrial,53427.58,3
2022-11-01,3755,Residential,65393.9548,110
2022-11-01,3756,Commercial,434864.9644,307
2022-11-01,3756,Industrial,866929.5468,24
2022-11-01,3756,Residential,2037402.1672,6220
2022-11-01,3757,Commercial,567199.6532000001,402
2022-11-01,3757,Industrial,497799.36559999996,10
2022-11-01,3757,Residential,1880065.4575,3715
2022-11-01,3758,Commercial,84781.909,87
2022-11-01,3758,Industrial,50863.928,3
2022-11-01,3758,Residential,467892.268,796
2022-11-01,3759,Commercial,21576.0887,32
2022-11-01,3759,Industrial,17102.5235,1
2022-11-01,3759,Residential,271224.1974,380
2022-11-01,3760,Commercial,986.5699999999999,3
2022-11-01,3760,Residential,71822.935,128
2022-11-01,3761,Commercial,40100.0318,27
2022-11-01,3761,Residential,288545.9052,453
2022-11-01,3762,Commercial,1338.092,6
2022-11-01,3762,Residential,41986.96,56
2022-11-01,3763,Commercial,63036.2374,69
2022-11-01,3763,Industrial,15717.136,1
2022-11-01,3763,Residential,458085.6789,741
2022-11-01,3764,Commercial,588503.3281,434
2022-11-01,3764,Industrial,1003244.523,23
2022-11-01,3764,Residential,1481980.3551,4081
2022-11-01,3765,Commercial,235436.4558,166
2022-11-01,3765,Industrial,473072.451,6
2022-11-01,3765,Residential,1001469.5168,2437
2022-11-01,3766,Commercial,16572.780600000002,26
2022-11-01,3766,Industrial,139845.3754,2
2022-11-01,3766,Residential,207585.878,538
2022-11-01,3767,Commercial,86364.2276,33
2022-11-01,3767,Industrial,306997.54099999997,3
2022-11-01,3767,Residential,234264.347,536
2022-11-01,3770,Commercial,495753.94800000003,290
2022-11-01,3770,Industrial,673235.9945,17
2022-11-01,3770,Residential,665431.7547,1243
2022-11-01,3775,Commercial,360774.0163,295
2022-11-01,3775,Industrial,2106683.1191,10
2022-11-01,3775,Residential,780202.4947,1658
2022-11-01,3777,Commercial,876193.0816,589
2022-11-01,3777,Industrial,856696.3847,19
2022-11-01,3777,Residential,1860594.6253,4760
2022-11-01,3778,Commercial,35827.0159,32
2022-11-01,3778,Residential,58847.669,133
2022-11-01,3779,Commercial,174907.5593,77
2022-11-01,3779,Industrial,78456.0,1
2022-11-01,3779,Residential,128871.6107,400
2022-11-01,3781,Commercial,103961.5767,115
2022-11-01,3781,Industrial,57972.424,1
2022-11-01,3781,Residential,740884.0083,1676
2022-11-01,3782,Commercial,422820.7336,258
2022-11-01,3782,Industrial,273185.6552,7
2022-11-01,3782,Residential,1402253.7951,2984
2022-11-01,3783,Commercial,131081.2307,146
2022-11-01,3783,Industrial,23362.8,1
2022-11-01,3783,Residential,469437.4608,939
2022-11-01,3785,Commercial,10926.1194,9
2022-11-01,3785,Residential,9847.75,31
2022-11-01,3786,Commercial,165245.3625,32
2022-11-01,3786,Residential,269804.5532,608
2022-11-01,3787,Commercial,61896.7144,72
2022-11-01,3787,Residential,193542.862,406
2022-11-01,3788,Commercial,161489.3887,136
2022-11-01,3788,Industrial,5746.76,1
2022-11-01,3788,Residential,384649.1035,818
2022-11-01,3789,Commercial,36680.159600000006,17
2022-11-01,3789,Residential,66104.094,128
2022-11-01,3791,Commercial,56270.719600000004,70
2022-11-01,3791,Industrial,59885.16,1
2022-11-01,3791,Residential,267807.1655,619
2022-11-01,3792,Commercial,19538.3995,51
2022-11-01,3792,Industrial,19002.614,2
2022-11-01,3792,Residential,196698.211,405
2022-11-01,3793,Commercial,375299.1888,310
2022-11-01,3793,Industrial,336015.392,13
2022-11-01,3793,Residential,624080.4843,1449
2022-11-01,3795,Commercial,217382.73,220
2022-11-01,3795,Industrial,118684.6634,7
2022-11-01,3795,Residential,258330.1419,475
2022-11-01,3796,Commercial,387601.9251,266
2022-11-01,3796,Industrial,180405.48200000002,4
2022-11-01,3796,Residential,1382391.6241,3581
2022-11-01,3797,Commercial,274631.9927,216
2022-11-01,3797,Industrial,310330.772,8
2022-11-01,3797,Residential,647848.7842,1525
2022-11-01,3799,Commercial,309629.6499,274
2022-11-01,3799,Industrial,29518.618,3
2022-11-01,3799,Residential,1222417.2957,2951
2022-11-01,3802,Commercial,22203.642900000003,9
2022-11-01,3802,Residential,20191.546,31
2022-11-01,3803,Commercial,690749.403,496
2022-11-01,3803,Industrial,1900467.818,21
2022-11-01,3803,Residential,581659.8153,2172
2022-11-01,3804,Commercial,262645.084,138
2022-11-01,3804,Industrial,161751.4915,5
2022-11-01,3804,Residential,1424108.5793,2510
2022-11-01,3805,Commercial,1398708.7699,869
2022-11-01,3805,Industrial,4795219.3525,84
2022-11-01,3805,Residential,5824907.1145,19162
2022-11-01,3806,Commercial,1880997.8743,920
2022-11-01,3806,Industrial,3420913.984,57
2022-11-01,3806,Residential,6196312.4122,19157
2022-11-01,3807,Commercial,454259.7965,272
2022-11-01,3807,Industrial,469872.946,6
2022-11-01,3807,Residential,1162082.2192,2739
2022-11-01,3808,Commercial,122273.5632,78
2022-11-01,3808,Industrial,11520.076,1
2022-11-01,3808,Residential,857949.8895,1053
2022-11-01,3809,Commercial,533520.305,278
2022-11-01,3809,Industrial,1313270.3483,34
2022-11-01,3809,Residential,2140759.0085,7997
2022-11-01,3810,Commercial,3380170.4233,2324
2022-11-01,3810,Industrial,5622703.4667,85
2022-11-01,3810,Residential,6228106.0372,20574
2022-11-01,3812,Commercial,178204.8872,143
2022-11-01,3812,Industrial,900956.089,8
2022-11-01,3812,Residential,539511.3679,888
2022-11-01,3813,Commercial,114011.7446,76
2022-11-01,3813,Industrial,1103193.26,8
2022-11-01,3813,Residential,219211.3497,350
2022-11-01,3814,Commercial,214984.8979,187
2022-11-01,3814,Industrial,22058.940000000002,2
2022-11-01,3814,Residential,459143.3082,993
2022-11-01,3815,Commercial,303502.5179,204
2022-11-01,3815,Industrial,56882.686,2
2022-11-01,3815,Residential,653564.1961,1400
2022-11-01,3816,Commercial,402245.2392,220
2022-11-01,3816,Industrial,1322520.977,10
2022-11-01,3816,Residential,551358.857,1322
2022-11-01,3818,Commercial,1176177.4705,708
2022-11-01,3818,Industrial,1452826.188,26
2022-11-01,3818,Residential,2569660.169,7482
2022-11-01,3820,Commercial,1707641.1358,1170
2022-11-01,3820,Industrial,2248179.73,40
2022-11-01,3820,Residential,2835019.6551,8824
2022-11-01,3821,Commercial,356905.2538,350
2022-11-01,3821,Industrial,143595.3453,5
2022-11-01,3821,Residential,695308.2024,1208
2022-11-01,3822,Commercial,133156.0498,110
2022-11-01,3822,Industrial,2711247.972,3
2022-11-01,3822,Residential,202964.1604,374
2022-11-01,3823,Commercial,185853.7333,207
2022-11-01,3823,Industrial,100973.584,5
2022-11-01,3823,Residential,388157.064,1025
2022-11-01,3824,Commercial,421478.3662,440
2022-11-01,3824,Industrial,429840.59,7
2022-11-01,3824,Residential,911860.4567,2359
2022-11-01,3825,Commercial,1573563.5792,1035
2022-11-01,3825,Industrial,2241766.3441,37
2022-11-01,3825,Residential,3708428.7101,10321
2022-11-01,3831,Commercial,239418.4031,155
2022-11-01,3831,Industrial,38979.064,2
2022-11-01,3831,Residential,450867.3389,893
2022-11-01,3832,Commercial,53810.0198,58
2022-11-01,3832,Residential,75079.27100000001,138
2022-11-01,3833,Commercial,30702.1948,45
2022-11-01,3833,Industrial,83353.428,2
2022-11-01,3833,Residential,75715.95,233
2022-11-01,3835,Commercial,105967.3869,145
2022-11-01,3835,Residential,125365.5002,224
2022-11-01,3840,Commercial,1804020.7076,1336
2022-11-01,3840,Industrial,25344539.9122,67
2022-11-01,3840,Residential,2862063.0772,8269
2022-11-01,3842,Commercial,167084.86669999998,130
2022-11-01,3842,Industrial,324384.3792,10
2022-11-01,3842,Residential,762970.3385,2262
2022-11-01,3844,Commercial,2511232.5836,1600
2022-11-01,3844,Industrial,3426539.1545,65
2022-11-01,3844,Residential,4563310.2546,13838
2022-11-01,3847,Commercial,413290.9794,278
2022-11-01,3847,Industrial,280713.7,6
2022-11-01,3847,Residential,414234.9716,1001
2022-11-01,3850,Commercial,1483689.6597,1095
2022-11-01,3850,Industrial,1215685.447,33
2022-11-01,3850,Residential,2071002.7557,7419
2022-11-01,3851,Commercial,802243.2425,659
2022-11-01,3851,Industrial,783009.898,21
2022-11-01,3851,Residential,1311675.4478,4634
2022-11-01,3852,Commercial,392.88,1
2022-11-01,3852,Industrial,787168.8,1
2022-11-01,3852,Residential,3598.797,8
2022-11-01,3854,Commercial,97264.8648,102
2022-11-01,3854,Residential,309396.3444,584
2022-11-01,3856,Commercial,52460.8249,27
2022-11-01,3856,Industrial,103545.112,4
2022-11-01,3856,Residential,218624.003,420
2022-11-01,3857,Commercial,43024.3589,70
2022-11-01,3857,Residential,78510.247,146
2022-11-01,3858,Commercial,611766.2261,435
2022-11-01,3858,Industrial,822322.747,17
2022-11-01,3858,Residential,655988.6584,1465
2022-11-01,3859,Commercial,527947.591,231
2022-11-01,3859,Industrial,46447.394,4
2022-11-01,3859,Residential,198140.78399999999,338
2022-11-01,3860,Commercial,1160650.0041,640
