the_month,POA_CODE21,class,kwh,nmi_count
2023-01-01,3097,Commercial,66090.724,44
2023-01-01,3097,Industrial,13344.016,1
2023-01-01,3097,Residential,357409.9267,519
2023-01-01,3099,Commercial,230414.9875,198
2023-01-01,3099,Industrial,185119.8061,1
2023-01-01,3099,Residential,964255.1244,1894
2023-01-01,3106,Commercial,72.3562,2
2023-01-01,3106,Residential,35135.244,50
2023-01-01,3111,Commercial,74072.6266,17
2023-01-01,3111,Industrial,27092.8,1
2023-01-01,3111,Residential,328147.3224,498
2023-01-01,3113,Commercial,368368.7695,215
2023-01-01,3113,Industrial,38063.376000000004,2
2023-01-01,3113,Residential,1672478.2195,2969
2023-01-01,3114,Commercial,60477.8715,67
2023-01-01,3114,Residential,848538.4141,1242
2023-01-01,3115,Commercial,122359.6175,66
2023-01-01,3115,Residential,860931.8892,1295
2023-01-01,3116,Commercial,475150.4223,262
2023-01-01,3116,Industrial,1995350.433,37
2023-01-01,3116,Residential,1968942.2894,4492
2023-01-01,3132,Residential,5138.1916,17
2023-01-01,3133,Commercial,972.395,3
2023-01-01,3133,Residential,54367.3643,159
2023-01-01,3134,Commercial,2245243.9047,1669
2023-01-01,3134,Industrial,10169055.4612,85
2023-01-01,3134,Residential,5068343.0107,13913
2023-01-01,3135,Commercial,515324.5009,450
2023-01-01,3135,Industrial,1129208.824,14
2023-01-01,3135,Residential,2895906.8995,8616
2023-01-01,3136,Commercial,1582280.6689,1326
2023-01-01,3136,Industrial,2144724.0245,51
2023-01-01,3136,Residential,6695743.2303,19314
2023-01-01,3137,Commercial,980402.1095,764
2023-01-01,3137,Industrial,1853623.883,33
2023-01-01,3137,Residential,2197440.2085,6073
2023-01-01,3138,Commercial,442223.9894,348
2023-01-01,3138,Industrial,414818.45300000004,13
2023-01-01,3138,Residential,3430373.6821,8815
2023-01-01,3139,Commercial,1125592.2229,718
2023-01-01,3139,Industrial,604698.3245,10
2023-01-01,3139,Residential,2643676.573,5399
2023-01-01,3140,Commercial,1233699.4121,973
2023-01-01,3140,Industrial,2747720.0102,48
2023-01-01,3140,Residential,2748895.8872,6870
2023-01-01,3152,Commercial,1249513.5806,773
2023-01-01,3152,Industrial,6494442.2943,74
2023-01-01,3152,Residential,3777684.9513,10565
2023-01-01,3153,Commercial,3372942.5852,2971
2023-01-01,3153,Industrial,5847313.1513,114
2023-01-01,3153,Residential,2966156.7865,9301
2023-01-01,3154,Commercial,160077.96,94
2023-01-01,3154,Industrial,2243.88,1
2023-01-01,3154,Residential,679553.9284,1713
2023-01-01,3155,Commercial,1019085.5697999999,1068
2023-01-01,3155,Industrial,2115895.6628,35
2023-01-01,3155,Residential,3389235.99,10367
2023-01-01,3156,Commercial,1761032.3423,1251
2023-01-01,3156,Industrial,2896283.2518,40
2023-01-01,3156,Residential,5930064.822,15105
2023-01-01,3158,Commercial,163811.8616,124
2023-01-01,3158,Industrial,429965.99,3
2023-01-01,3158,Residential,954323.2484,2572
2023-01-01,3159,Commercial,29751.2023,65
2023-01-01,3159,Residential,395598.5128,929
2023-01-01,3160,Commercial,363636.9999,300
2023-01-01,3160,Industrial,236886.502,7
2023-01-01,3160,Residential,1341064.3441,3463
2023-01-01,3175,Commercial,219251.9334,82
2023-01-01,3175,Industrial,606199.194,11
2023-01-01,3175,Residential,381.107,1
2023-01-01,3178,Commercial,846704.6692,492
2023-01-01,3178,Industrial,1552773.926,31
2023-01-01,3178,Residential,2941309.2586,7074
2023-01-01,3179,Commercial,45253.2359,30
2023-01-01,3179,Industrial,30528.136,2
2023-01-01,3179,Residential,251088.4911,713
2023-01-01,3180,Commercial,868181.0847,628
2023-01-01,3180,Industrial,3526794.8487,44
2023-01-01,3180,Residential,1053161.193,3053
2023-01-01,3434,Commercial,688.945,1
2023-01-01,3522,Residential,3704.871,8
2023-01-01,3607,Commercial,26345.637899999998,23
2023-01-01,3607,Industrial,232814.568,5
2023-01-01,3607,Residential,28877.241,63
2023-01-01,3608,Commercial,612654.4266,287
2023-01-01,3608,Industrial,397072.774,12
2023-01-01,3608,Residential,659378.1219,1451
2023-01-01,3610,Commercial,4570.697,1
2023-01-01,3612,Commercial,7800.589,1
2023-01-01,3612,Residential,10657.738000000001,20
2023-01-01,3646,Commercial,1476.1889999999999,2
2023-01-01,3646,Residential,1784.463,5
2023-01-01,3658,Commercial,335697.1025,259
2023-01-01,3658,Industrial,860207.652,8
2023-01-01,3658,Residential,1128162.7549,2654
2023-01-01,3659,Commercial,69154.2998,72
2023-01-01,3659,Industrial,1714.688,1
2023-01-01,3659,Residential,166583.531,328
2023-01-01,3660,Commercial,828678.8943,627
2023-01-01,3660,Industrial,1157925.0252999999,26
2023-01-01,3660,Residential,1487904.2683,3798
2023-01-01,3662,Commercial,12138.277600000001,12
2023-01-01,3662,Industrial,833178.836,3
2023-01-01,3662,Residential,121610.052,274
2023-01-01,3663,Commercial,96772.02679999999,46
2023-01-01,3663,Residential,53200.5375,93
2023-01-01,3664,Commercial,213718.6278,127
2023-01-01,3664,Industrial,28629.344,1
2023-01-01,3664,Residential,280521.3847,611
2023-01-01,3665,Commercial,41635.1511,58
2023-01-01,3665,Residential,100551.791,192
2023-01-01,3666,Commercial,611236.036,578
2023-01-01,3666,Industrial,419334.8904,12
2023-01-01,3666,Residential,1012272.3962,2547
2023-01-01,3669,Commercial,104317.6141,198
2023-01-01,3669,Industrial,21513.84,1
2023-01-01,3669,Residential,305189.6307,684
2023-01-01,3670,Commercial,20862.156,54
2023-01-01,3670,Residential,158284.4177,283
2023-01-01,3672,Commercial,887822.8445,760
2023-01-01,3672,Industrial,4279235.848,29
2023-01-01,3672,Residential,2189464.6608,5502
2023-01-01,3673,Commercial,369924.8114,242
2023-01-01,3673,Industrial,29171.28,1
2023-01-01,3673,Residential,461074.1716,808
2023-01-01,3675,Commercial,235780.88390000002,213
2023-01-01,3675,Residential,427271.8983,821
2023-01-01,3677,Commercial,2182664.9103,1336
2023-01-01,3677,Industrial,2718942.56,52
2023-01-01,3677,Residential,3578870.1087,9195
2023-01-01,3678,Commercial,1065845.7401,732
2023-01-01,3678,Industrial,5404391.819999999,17
2023-01-01,3678,Residential,1689588.6692,2881
2023-01-01,3682,Commercial,95602.453,80
2023-01-01,3682,Residential,148264.2626,256
2023-01-01,3683,Commercial,127479.05769999999,134
2023-01-01,3683,Residential,357582.9642,812
2023-01-01,3685,Commercial,450338.6177,276
2023-01-01,3685,Industrial,64582.672,2
2023-01-01,3685,Residential,683772.1845,1428
2023-01-01,3687,Commercial,116132.6885,65
2023-01-01,3687,Industrial,1943376.9712,3
2023-01-01,3687,Residential,242316.9005,527
2023-01-01,3688,Commercial,46436.6807,80
2023-01-01,3688,Industrial,281520.686,2
2023-01-01,3688,Residential,296805.339,537
2023-01-01,3690,Commercial,2850169.3647,1626
2023-01-01,3690,Industrial,9541741.9351,92
2023-01-01,3690,Residential,6437869.4276,15847
2023-01-01,3691,Commercial,821188.1727,637
2023-01-01,3691,Industrial,4734894.142,24
2023-01-01,3691,Residential,2405199.3485,4904
2023-01-01,3695,Commercial,23980.9525,56
2023-01-01,3695,Residential,108565.4205,191
2023-01-01,3697,Commercial,28750.7318,59
2023-01-01,3697,Industrial,443.496,1
2023-01-01,3697,Residential,123204.0542,314
2023-01-01,3698,Commercial,113356.2499,57
2023-01-01,3698,Residential,209766.1991,610
2023-01-01,3699,Commercial,396080.5303,331
2023-01-01,3699,Industrial,99104.764,6
2023-01-01,3699,Residential,276091.8096,1088
2023-01-01,3700,Commercial,206950.7235,154
2023-01-01,3700,Industrial,131661.63,4
2023-01-01,3700,Residential,305099.5809,650
2023-01-01,3701,Commercial,295102.6368,281
2023-01-01,3701,Industrial,13593.92,1
2023-01-01,3701,Residential,270861.0005,691
2023-01-01,3704,Commercial,4749.03,4
2023-01-01,3704,Residential,5387.505,13
2023-01-01,3705,Commercial,45562.2388,45
2023-01-01,3705,Residential,55418.067,128
2023-01-01,3707,Commercial,348952.27520000003,268
2023-01-01,3707,Industrial,83173.48800000001,3
2023-01-01,3707,Residential,394925.111,950
2023-01-01,3708,Commercial,13943.919,22
2023-01-01,3708,Residential,15763.443,37
2023-01-01,3709,Commercial,85372.5447,66
2023-01-01,3709,Residential,65192.1747,157
2023-01-01,3711,Commercial,49049.1595,41
2023-01-01,3711,Residential,146923.0165,375
2023-01-01,3712,Commercial,148127.4708,48
2023-01-01,3712,Industrial,248517.62,5
2023-01-01,3712,Residential,90432.4802,213
2023-01-01,3713,Commercial,326224.2574,118
2023-01-01,3713,Industrial,62869.411,4
2023-01-01,3713,Residential,325871.4483,872
2023-01-01,3714,Commercial,470921.0808,416
2023-01-01,3714,Industrial,125678.632,6
2023-01-01,3714,Residential,855588.0846,2005
2023-01-01,3715,Commercial,23043.6896,48
2023-01-01,3715,Residential,101755.0211,240
2023-01-01,3717,Commercial,369796.5142,380
2023-01-01,3717,Industrial,162969.8605,5
2023-01-01,3717,Residential,824812.1986,1893
2023-01-01,3718,Commercial,25793.9848,29
2023-01-01,3718,Residential,26453.794,55
2023-01-01,3719,Commercial,230993.6398,76
2023-01-01,3719,Residential,119863.787,250
2023-01-01,3720,Commercial,171316.6288,61
2023-01-01,3720,Industrial,33603.52,1
2023-01-01,3720,Residential,315101.1144,719
2023-01-01,3722,Commercial,806567.186,544
2023-01-01,3722,Industrial,264549.634,7
2023-01-01,3722,Residential,1380673.8238,3028
2023-01-01,3723,Commercial,714349.3855,550
2023-01-01,3723,Industrial,332691.9518,18
2023-01-01,3723,Residential,1058620.8206,3114
2023-01-01,3725,Commercial,31386.2898,69
2023-01-01,3725,Residential,149352.526,246
2023-01-01,3726,Commercial,28623.37,64
2023-01-01,3726,Residential,99787.0845,194
2023-01-01,3727,Commercial,13913.0605,43
2023-01-01,3727,Residential,74489.171,134
2023-01-01,3728,Commercial,4216.391,8
2023-01-01,3728,Residential,8104.737,13
2023-01-01,3730,Commercial,6445.072,5
2023-01-01,3730,Residential,9248.533,11
2023-01-01,3732,Commercial,141209.0006,116
2023-01-01,3732,Residential,153174.4796,278
2023-01-01,3733,Commercial,111851.848,66
2023-01-01,3733,Residential,69415.18400000001,126
2023-01-01,3735,Commercial,62127.083,107
2023-01-01,3735,Industrial,65087.7,2
2023-01-01,3735,Residential,186835.5921,330
2023-01-01,3737,Commercial,785256.489,540
2023-01-01,3737,Industrial,1731945.776,7
2023-01-01,3737,Residential,1091944.5011,2263
2023-01-01,3738,Commercial,93298.5342,40
2023-01-01,3738,Industrial,4512.752,1
2023-01-01,3738,Residential,46005.1188,98
2023-01-01,3739,Commercial,89489.6032,45
2023-01-01,3739,Industrial,89039.872,1
2023-01-01,3739,Residential,52086.626,104
2023-01-01,3740,Commercial,178674.166,84
2023-01-01,3740,Residential,282545.9383,597
2023-01-01,3741,Commercial,994588.5055,557
2023-01-01,3741,Industrial,295387.784,8
2023-01-01,3741,Residential,940679.2117,2624
2023-01-01,3744,Commercial,23732.7278,27
2023-01-01,3744,Industrial,26345.12,1
2023-01-01,3744,Residential,116397.5633,277
2023-01-01,3746,Commercial,13304.204800000001,23
2023-01-01,3746,Residential,78161.415,176
2023-01-01,3747,Commercial,538531.652,396
2023-01-01,3747,Industrial,274825.978,8
2023-01-01,3747,Residential,901886.2024,2370
2023-01-01,3749,Commercial,146578.6442,143
2023-01-01,3749,Industrial,40746.46,1
2023-01-01,3749,Residential,362731.6052,890
2023-01-01,3750,Commercial,231416.3255,126
2023-01-01,3750,Industrial,818444.2947,17
2023-01-01,3750,Residential,2701610.385,9230
2023-01-01,3751,Commercial,8722.646,11
2023-01-01,3751,Industrial,16644.864,1
2023-01-01,3751,Residential,36304.8831,75
2023-01-01,3752,Commercial,1024823.0537,346
2023-01-01,3752,Industrial,1493909.6940000001,23
2023-01-01,3752,Residential,3199793.6571,8600
2023-01-01,3753,Commercial,144535.89239999998,59
2023-01-01,3753,Industrial,46697.088,2
2023-01-01,3753,Residential,779322.8294,2205
2023-01-01,3754,Commercial,875972.0436,450
2023-01-01,3754,Industrial,2533513.636,31
2023-01-01,3754,Residential,6739712.2519,17935
2023-01-01,3755,Commercial,16972.5877,24
2023-01-01,3755,Industrial,63850.96399999999,3
2023-01-01,3755,Residential,62982.2616,109
2023-01-01,3756,Commercial,458355.8047,312
2023-01-01,3756,Industrial,865161.018,24
2023-01-01,3756,Residential,2255826.2877,6255
2023-01-01,3757,Commercial,692441.9109,398
2023-01-01,3757,Industrial,539363.3456,10
2023-01-01,3757,Residential,1814343.6991,3704
2023-01-01,3758,Commercial,76594.6533,87
2023-01-01,3758,Industrial,50720.224,3
2023-01-01,3758,Residential,420827.9639,797
2023-01-01,3759,Commercial,22367.5108,32
2023-01-01,3759,Industrial,19002.691,1
2023-01-01,3759,Residential,249257.7279,388
2023-01-01,3760,Commercial,19373.682,4
2023-01-01,3760,Residential,84193.0794,136
2023-01-01,3761,Commercial,39356.6458,28
2023-01-01,3761,Residential,267864.9323,462
2023-01-01,3762,Commercial,1353.198,6
2023-01-01,3762,Residential,34878.406,56
2023-01-01,3763,Commercial,60026.3656,69
2023-01-01,3763,Industrial,17723.2,1
2023-01-01,3763,Residential,341268.5804,734
2023-01-01,3764,Commercial,581236.9391,434
2023-01-01,3764,Industrial,891813.744,23
2023-01-01,3764,Residential,1521091.5199,4106
2023-01-01,3765,Commercial,188225.1058,164
2023-01-01,3765,Industrial,391670.421,6
2023-01-01,3765,Residential,1086828.6809,2435
2023-01-01,3766,Commercial,26276.570200000002,28
2023-01-01,3766,Industrial,129684.1281,2
2023-01-01,3766,Residential,207489.435,562
2023-01-01,3767,Commercial,82602.0886,38
2023-01-01,3767,Industrial,317497.806,3
2023-01-01,3767,Residential,215559.3577,556
2023-01-01,3770,Commercial,709554.2376,290
2023-01-01,3770,Industrial,863591.8306,17
2023-01-01,3770,Residential,722010.8791,1241
2023-01-01,3775,Commercial,482960.7732,300
2023-01-01,3775,Industrial,2145957.7792,10
2023-01-01,3775,Residential,839996.9547,1666
2023-01-01,3777,Commercial,916991.0071,566
2023-01-01,3777,Industrial,940964.1503999999,20
2023-01-01,3777,Residential,1890294.3327,4744
2023-01-01,3778,Commercial,33947.5588,32
2023-01-01,3778,Residential,46562.797,133
2023-01-01,3779,Commercial,175676.3234,76
2023-01-01,3779,Industrial,83984.46,1
2023-01-01,3779,Residential,112233.5745,401
2023-01-01,3781,Commercial,110911.8447,118
2023-01-01,3781,Industrial,63981.2752,1
2023-01-01,3781,Residential,722222.9443,1702
2023-01-01,3782,Commercial,357246.4906,260
2023-01-01,3782,Industrial,262053.2838,7
2023-01-01,3782,Residential,1327528.2787,3003
2023-01-01,3783,Commercial,215040.657,154
2023-01-01,3783,Industrial,15509.8,1
2023-01-01,3783,Residential,430704.1072,956
2023-01-01,3785,Commercial,12169.3412,9
2023-01-01,3785,Residential,8379.947,31
2023-01-01,3786,Commercial,168451.0354,33
2023-01-01,3786,Residential,237843.8287,622
2023-01-01,3787,Commercial,79361.8381,74
2023-01-01,3787,Residential,170485.238,417
2023-01-01,3788,Commercial,176580.9242,138
2023-01-01,3788,Industrial,3.2,1
2023-01-01,3788,Residential,344605.0909,825
2023-01-01,3789,Commercial,31353.1826,17
2023-01-01,3789,Residential,53595.151,126
2023-01-01,3791,Commercial,63863.439,66
2023-01-01,3791,Industrial,79874.6,1
2023-01-01,3791,Residential,216514.7196,610
2023-01-01,3792,Commercial,20001.0248,48
2023-01-01,3792,Industrial,21366.764000000003,2
2023-01-01,3792,Residential,155712.0158,393
2023-01-01,3793,Commercial,396216.9631,305
2023-01-01,3793,Industrial,408737.344,13
2023-01-01,3793,Residential,543916.9742,1425
2023-01-01,3795,Commercial,325615.19,220
2023-01-01,3795,Industrial,127193.28089999998,7
2023-01-01,3795,Residential,242316.1463,474
2023-01-01,3796,Commercial,334930.0449,260
2023-01-01,3796,Industrial,200621.61599999998,4
2023-01-01,3796,Residential,1464410.3749,3570
2023-01-01,3797,Commercial,257084.4984,215
2023-01-01,3797,Industrial,258957.702,7
2023-01-01,3797,Residential,670243.2093,1544
2023-01-01,3799,Commercial,358521.3959,281
2023-01-01,3799,Industrial,22884.482,3
2023-01-01,3799,Residential,1116962.1231,2967
2023-01-01,3802,Commercial,29982.2971,10
2023-01-01,3802,Residential,20607.884,32
2023-01-01,3803,Commercial,626682.7747,499
2023-01-01,3803,Industrial,1707658.916,21
2023-01-01,3803,Residential,702972.7312,2181
2023-01-01,3804,Commercial,277132.1705,141
2023-01-01,3804,Industrial,186226.8217,5
2023-01-01,3804,Residential,1697185.8028,2526
2023-01-01,3805,Commercial,1549442.1878,877
2023-01-01,3805,Industrial,5554899.6843,84
2023-01-01,3805,Residential,7149887.4794,19180
2023-01-01,3806,Commercial,1933882.0421,927
2023-01-01,3806,Industrial,3612828.97,57
2023-01-01,3806,Residential,7513049.6571,19243
2023-01-01,3807,Commercial,463980.8772,273
2023-01-01,3807,Industrial,489356.224,7
2023-01-01,3807,Residential,1350348.8078,2748
2023-01-01,3808,Commercial,111134.4415,76
2023-01-01,3808,Industrial,11522.624,1
2023-01-01,3808,Residential,687136.1101,1039
2023-01-01,3809,Commercial,540314.9359,285
2023-01-01,3809,Industrial,1293962.5872,35
2023-01-01,3809,Residential,2738431.8953,8110
2023-01-01,3810,Commercial,3427842.0564,2343
2023-01-01,3810,Industrial,5788849.4116,87
2023-01-01,3810,Residential,7552188.5583,20640
2023-01-01,3812,Commercial,187205.4311,146
2023-01-01,3812,Industrial,852279.274,8
2023-01-01,3812,Residential,519891.3984,898
2023-01-01,3813,Commercial,118507.613,85
2023-01-01,3813,Industrial,1142463.384,10
2023-01-01,3813,Residential,225567.0054,367
2023-01-01,3814,Commercial,328486.56799999997,191
2023-01-01,3814,Industrial,28301.18,2
2023-01-01,3814,Residential,491531.1536,1020
2023-01-01,3815,Commercial,317908.0627,206
2023-01-01,3815,Industrial,66656.346,2
2023-01-01,3815,Residential,687960.1259,1410
2023-01-01,3816,Commercial,414785.093,220
2023-01-01,3816,Industrial,1178816.8235,11
2023-01-01,3816,Residential,567529.3346000001,1321
2023-01-01,3818,Commercial,1192472.5794,714
2023-01-01,3818,Industrial,1531403.465,26
2023-01-01,3818,Residential,2782288.399,7512
2023-01-01,3820,Commercial,1713614.3592,1190
2023-01-01,3820,Industrial,2535396.972,40
2023-01-01,3820,Residential,3064768.9843,8847
2023-01-01,3821,Commercial,365430.3783,361
2023-01-01,3821,Industrial,119322.5627,5
2023-01-01,3821,Residential,618222.7479,1222
2023-01-01,3822,Commercial,144551.816,110
2023-01-01,3822,Industrial,2961489.74,3
2023-01-01,3822,Residential,181811.0206,374
2023-01-01,3823,Commercial,197419.6847,204
2023-01-01,3823,Industrial,95725.856,5
2023-01-01,3823,Residential,376919.479,1016
2023-01-01,3824,Commercial,773238.1197,412
2023-01-01,3824,Industrial,411453.858,7
2023-01-01,3824,Residential,894664.7488,2328
2023-01-01,3825,Commercial,1419179.2494,1033
2023-01-01,3825,Industrial,2238598.1598,37
2023-01-01,3825,Residential,3654187.5185,10373
2023-01-01,3831,Commercial,245437.821,148
2023-01-01,3831,Industrial,37358.996,2
2023-01-01,3831,Residential,388059.5925,883
2023-01-01,3832,Commercial,48254.9136,57
2023-01-01,3832,Residential,55502.724,137
2023-01-01,3833,Commercial,41484.0846,46
2023-01-01,3833,Industrial,81649.948,2
2023-01-01,3833,Residential,66972.686,233
2023-01-01,3835,Commercial,798325.6525,140
2023-01-01,3835,Residential,91876.032,220
2023-01-01,3840,Commercial,1769822.4548,1377
2023-01-01,3840,Industrial,23501035.7231,67
2023-01-01,3840,Residential,2770330.6508,8306
2023-01-01,3842,Commercial,152791.3728,133
2023-01-01,3842,Industrial,311427.6178,10
2023-01-01,3842,Residential,785791.9472,2297
2023-01-01,3844,Commercial,2667717.5151,1594
2023-01-01,3844,Industrial,3811166.4523,65
2023-01-01,3844,Residential,4899005.454,13844
2023-01-01,3847,Commercial,556484.0318,283
2023-01-01,3847,Industrial,293224.41000000003,6
2023-01-01,3847,Residential,434889.9969,1013
2023-01-01,3850,Commercial,1529109.7836,1083
2023-01-01,3850,Industrial,1398928.6300000001,33
2023-01-01,3850,Residential,2227541.1173,7411
2023-01-01,3851,Commercial,1402487.7933,690
2023-01-01,3851,Industrial,1095227.102,21
2023-01-01,3851,Residential,1460826.4884,4669
2023-01-01,3852,Commercial,7043.04,1
2023-01-01,3852,Industrial,807304.0,1
2023-01-01,3852,Residential,3226.358,8
2023-01-01,3854,Commercial,139176.2586,106
2023-01-01,3854,Residential,293073.9037,585
2023-01-01,3856,Commercial,67573.0688,26
2023-01-01,3856,Industrial,152073.024,4
2023-01-01,3856,Residential,197495.1877,419
2023-01-01,3857,Commercial,125581.6468,70
2023-01-01,3857,Residential,68710.453,144
2023-01-01,3858,Commercial,1091731.5953,434
2023-01-01,3858,Industrial,747268.1190000001,17
2023-01-01,3858,Residential,637858.3797,1465
2023-01-01,3859,Commercial,853150.18,231
2023-01-01,3859,Industrial,77178.02,4
2023-01-01,3859,Residential,189276.5889,337
2023-01-01,3860,Commercial,2180194.0858,638
2023-01-01,3860,Industrial,1155744.322,16
2023-01-01,3860,Residential,1287836.5696,3578
2023-01-01,3862,Commercial,457165.9218,284
2023-01-01,3862,Industrial,83517.317,3
2023-01-01,3862,Residential,703761.3787,1625
2023-01-01,3864,Commercial,40835.8678,40
2023-01-01,3864,Residential,44027.299,101
2023-01-01,3865,Commercial,209146.454,66
2023-01-01,3865,Industrial,220234.814,4
2023-01-01,3865,Residential,93001.364,218
2023-01-01,3869,Commercial,83938.9448,96
2023-01-01,3869,Residential,336923.6059,811
2023-01-01,3870,Commercial,58846.0568,86
2023-01-01,3870,Residential,247021.4645,619
2023-01-01,3871,Commercial,381938.1089,263
2023-01-01,3871,Industrial,73897.09,4
2023-01-01,3871,Residential,545794.2713,1361
2023-01-01,3873,Commercial,37145.8318,37
2023-01-01,3873,Residential,59357.957,146
2023-01-01,3874,Commercial,373477.5224,111
2023-01-01,3874,Residential,152259.4707,422
2023-01-01,3875,Commercial,2131372.5905999998,1666
2023-01-01,3875,Industrial,4070263.5071,51
2023-01-01,3875,Residential,3413064.2082,9289
2023-01-01,3878,Commercial,55262.126,26
2023-01-01,3878,Residential,240669.2069,742
2023-01-01,3880,Commercial,216176.3682,167
2023-01-01,3880,Industrial,130380.64,2
2023-01-01,3880,Residential,827836.9456,2814
2023-01-01,3882,Commercial,46931.8498,36
2023-01-01,3882,Residential,264092.3059,579
2023-01-01,3885,Commercial,152774.0308,185
2023-01-01,3885,Industrial,40917.33,1
2023-01-01,3885,Residential,350013.4401,907
2023-01-01,3886,Commercial,86631.27530000001,37
2023-01-01,3886,Residential,76121.904,175
2023-01-01,3887,Commercial,50329.6056,46
2023-01-01,3887,Industrial,1250.112,1
2023-01-01,3887,Residential,56307.114,143
2023-01-01,3888,Commercial,566971.4431,384
2023-01-01,3888,Industrial,161332.66199999998,5
2023-01-01,3888,Residential,758565.8933,2035
2023-01-01,3889,Commercial,64174.5078,57
2023-01-01,3889,Residential,53879.269,152
2023-01-01,3890,Commercial,101030.215,80
2023-01-01,3890,Residential,59723.134,193
2023-01-01,3891,Commercial,27661.781799999997,21
2023-01-01,3891,Residential,15021.2089,55
2023-01-01,3892,Commercial,230977.3117,124
2023-01-01,3892,Industrial,31464.261,2
2023-01-01,3892,Residential,278980.1462,895
2023-01-01,3893,Commercial,5221.9580000000005,11
2023-01-01,3893,Residential,5002.492,13
2023-01-01,3895,Commercial,11128.7168,39
2023-01-01,3895,Residential,40954.977,123
2023-01-01,3896,Commercial,59855.3648,60
2023-01-01,3896,Industrial,82438.33,1
2023-01-01,3896,Residential,73123.398,205
2023-01-01,3898,Commercial,141683.9537,165
2023-01-01,3898,Industrial,7786.488,2
2023-01-01,3898,Residential,201191.329,694
2023-01-01,3900,Commercial,18728.6798,47
2023-01-01,3900,Residential,36365.121,111
2023-01-01,3902,Commercial,41601.7416,25
2023-01-01,3902,Residential,78108.78,174
2023-01-01,3903,Commercial,133502.6818,45
2023-01-01,3903,Industrial,14428.57,1
2023-01-01,3903,Residential,159358.0365,379
2023-01-01,3904,Commercial,156443.2097,119
2023-01-01,3904,Industrial,16716.528,1
2023-01-01,3904,Residential,484477.4309,1359
2023-01-01,3909,Commercial,953987.2535,625
2023-01-01,3909,Industrial,558852.632,16
2023-01-01,3909,Residential,1797441.9193,5010
2023-01-01,3912,Commercial,16598.25,12
2023-01-01,3912,Industrial,222465.48,1
2023-01-01,3912,Residential,19625.264,27
2023-01-01,3922,Commercial,1213172.7404,631
2023-01-01,3922,Industrial,659632.24,12
2023-01-01,3922,Residential,3586667.195,10347
2023-01-01,3923,Commercial,85743.0872,43
2023-01-01,3923,Industrial,4386.64,1
2023-01-01,3923,Residential,224583.2994,623
2023-01-01,3925,Commercial,370965.9576,239
2023-01-01,3925,Industrial,207659.144,7
2023-01-01,3925,Residential,1121168.5339,3375
2023-01-01,3945,Commercial,188017.9007,160
2023-01-01,3945,Residential,224986.6585,504
2023-01-01,3946,Commercial,45902.505,48
2023-01-01,3946,Residential,66392.912,161
2023-01-01,3950,Commercial,385120.473,366
2023-01-01,3950,Industrial,1853800.98,6
2023-01-01,3950,Residential,905524.3883,2436
2023-01-01,3951,Commercial,147256.3218,156
2023-01-01,3951,Residential,203402.8145,445
2023-01-01,3953,Commercial,1238513.3386,959
2023-01-01,3953,Industrial,3146729.7105,22
2023-01-01,3953,Residential,1523928.1008,3778
2023-01-01,3954,Commercial,44045.6838,37
2023-01-01,3954,Residential,82747.504,175
2023-01-01,3956,Commercial,531472.4059,420
2023-01-01,3956,Industrial,92682.436,5
2023-01-01,3956,Residential,990599.8437,3160
2023-01-01,3957,Commercial,85321.827,48
2023-01-01,3957,Industrial,88307.04,1
2023-01-01,3957,Residential,58996.689,140
2023-01-01,3958,Commercial,60196.2658,56
2023-01-01,3958,Residential,63689.1775,145
2023-01-01,3959,Commercial,331846.6054,173
2023-01-01,3959,Industrial,27087.568,2
2023-01-01,3959,Residential,454916.9102,1322
2023-01-01,3960,Commercial,541044.8536,329
2023-01-01,3960,Industrial,111531.532,4
2023-01-01,3960,Residential,548034.0349,1574
2023-01-01,3962,Commercial,258865.1066,163
2023-01-01,3962,Industrial,134580.04,1
2023-01-01,3962,Residential,181907.394,571
2023-01-01,3964,Commercial,2821.2545999999998,12
2023-01-01,3964,Residential,32942.6422,98
2023-01-01,3965,Commercial,19826.5438,32
2023-01-01,3965,Residential,76423.4559,258
2023-01-01,3966,Commercial,172166.5,125
2023-01-01,3966,Residential,111001.3463,297
2023-01-01,3967,Commercial,68435.7918,43
2023-01-01,3967,Industrial,25408.44,1
2023-01-01,3967,Residential,26690.4642,69
2023-01-01,3971,Commercial,1443534.8091,617
2023-01-01,3971,Industrial,411059.994,8
2023-01-01,3971,Residential,859508.2294,2357
2023-01-01,3975,Commercial,502126.09030000004,213
2023-01-01,3975,Industrial,1047287.762,16
2023-01-01,3975,Residential,1826726.4815,5382
2023-01-01,3976,Commercial,523987.3169,306
2023-01-01,3976,Industrial,542473.0700000001,12
2023-01-01,3976,Residential,2586777.1646,8666
2023-01-01,3977,Commercial,3422353.0479,1947
2023-01-01,3977,Industrial,6168205.5953,123
2023-01-01,3977,Residential,11288517.8584,33838
2023-01-01,3978,Commercial,1004332.358,607
2023-01-01,3978,Industrial,1539458.247,29
2023-01-01,3978,Residential,5288239.1989,18006
2023-01-01,3979,Commercial,76750.844,56
2023-01-01,3979,Industrial,238917.355,2
2023-01-01,3979,Residential,75062.7228,157
2023-01-01,3980,Commercial,213506.6748,166
2023-01-01,3980,Industrial,101085.837,5
2023-01-01,3980,Residential,694361.3691,1341
2023-01-01,3981,Commercial,725203.6329,475
