the_month,LGA_NAME23,class,kwh,nmi_count
2023-05-01,Casey,Commercial,11005942.7606,5723
2023-05-01,Casey,Industrial,20805822.2871,353
2023-05-01,Casey,Residential,44423436.9516,111736
2023-05-01,Darebin,Commercial,261109.8035,127
2023-05-01,Darebin,Industrial,1028937.9115,20
2023-05-01,Darebin,Residential,1083751.8102,2329
2023-05-01,East Gippsland,Commercial,5311729.2677,4063
2023-05-01,East Gippsland,Industrial,5707406.7323,88
2023-05-01,East Gippsland,Residential,13239566.6951,26063
2023-05-01,Federation,Commercial,79.533,1
2023-05-01,Frankston,Commercial,45872.8957,17
2023-05-01,Frankston,Industrial,332112.4598,5
2023-05-01,Frankston,Residential,23250.2588,23
2023-05-01,Greater Dandenong,Commercial,294883.4016,85
2023-05-01,Greater Dandenong,Industrial,708657.742,12
2023-05-01,Greater Dandenong,Residential,5618.447,4
2023-05-01,Greater Shepparton,Commercial,8310.687,5
2023-05-01,Greater Shepparton,Residential,4415.2146,7
2023-05-01,Hume,Commercial,123995.2573,48
2023-05-01,Hume,Industrial,1349551.792,16
2023-05-01,Hume,Residential,1024826.0544,2925
2023-05-01,Indigo,Commercial,1832680.288,1329
2023-05-01,Indigo,Industrial,3552071.3517,20
2023-05-01,Indigo,Residential,4977901.8403,7764
2023-05-01,Knox,Commercial,9689321.8469,6244
2023-05-01,Knox,Industrial,20046269.7208,288
2023-05-01,Knox,Residential,22526634.1649,53615
2023-05-01,Latrobe (Vic.),Commercial,6798864.9317,4111
2023-05-01,Latrobe (Vic.),Industrial,25664650.9258,179
2023-05-01,Latrobe (Vic.),Residential,16842551.3769,36037
2023-05-01,Macedon Ranges,Commercial,1.456,1
2023-05-01,Macedon Ranges,Residential,1508.537,3
2023-05-01,Manningham,Commercial,769560.2082,377
2023-05-01,Manningham,Industrial,137945.83000000002,3
2023-05-01,Manningham,Residential,4073008.8658,5125
2023-05-01,Mansfield,Commercial,1376416.1771,961
2023-05-01,Mansfield,Industrial,592270.7594,12
2023-05-01,Mansfield,Residential,3739797.7813,6468
2023-05-01,Maroondah,Commercial,7335832.7202,4783
2023-05-01,Maroondah,Industrial,15377279.9958,213
2023-05-01,Maroondah,Residential,20069106.3955,47345
2023-05-01,Mitchell,Commercial,2939077.4694,1811
2023-05-01,Mitchell,Industrial,5504919.8979,91
2023-05-01,Mitchell,Residential,10417408.0844,20527
2023-05-01,Moira,Commercial,33007.5657,69
2023-05-01,Moira,Industrial,40580.112,1
2023-05-01,Moira,Residential,133806.13999999998,198
2023-05-01,Murrindindi,Commercial,2064125.9457,1573
2023-05-01,Murrindindi,Industrial,1068668.9532,27
2023-05-01,Murrindindi,Residential,5441071.8796,8263
2023-05-01,Nillumbik,Commercial,3245783.2175,1732
2023-05-01,Nillumbik,Industrial,6851142.5307,53
2023-05-01,Nillumbik,Residential,14342594.9458,22848
2023-05-01,Snowy Valleys,Residential,0.037,3
2023-05-01,South Gippsland,Commercial,4532504.435,3477
2023-05-01,South Gippsland,Industrial,6884185.2016,57
2023-05-01,South Gippsland,Residential,9149869.6812,17202
2023-05-01,Strathbogie,Commercial,1465107.675,1302
2023-05-01,Strathbogie,Industrial,1024049.0806,31
2023-05-01,Strathbogie,Residential,3159364.6201,5669
2023-05-01,Towong,Commercial,1005842.0039,911
2023-05-01,Towong,Industrial,306700.348,8
2023-05-01,Towong,Residential,2009044.1462,3155
2023-05-01,Unincorporated Vic,Commercial,1739046.8279,603
2023-05-01,Unincorporated Vic,Industrial,808830.132,17
2023-05-01,Unincorporated Vic,Residential,626762.7066,1605
2023-05-01,Wangaratta,Commercial,3610346.5879,2640
2023-05-01,Wangaratta,Industrial,6746455.727899999,70
2023-05-01,Wangaratta,Residential,7325708.2638,13959
2023-05-01,Wellington,Commercial,6727695.373,4662
2023-05-01,Wellington,Industrial,5219526.144,114
2023-05-01,Wellington,Residential,11024685.284,23630
2023-05-01,Whitehorse,Residential,7468.9524,17
2023-05-01,Whittlesea,Commercial,12697885.1236,6851
2023-05-01,Whittlesea,Industrial,30442301.5167,381
2023-05-01,Whittlesea,Residential,35274496.7684,86909
2023-05-01,Wodonga,Commercial,3271107.0456,1894
2023-05-01,Wodonga,Industrial,13817673.5349,115
2023-05-01,Wodonga,Residential,8254024.8368,18894
2023-05-01,Yarra Ranges,Commercial,9746583.4847,6316
2023-05-01,Yarra Ranges,Industrial,12559950.928,238
2023-05-01,Yarra Ranges,Residential,32593477.8495,61993
2023-06-01,Alpine,Commercial,2554788.6691,1617
2023-06-01,Alpine,Industrial,2320920.562,23
2023-06-01,Alpine,Residential,6025503.5249,7816
2023-06-01,Banyule,Commercial,2105919.651,1451
2023-06-01,Banyule,Industrial,3588210.2215,60
2023-06-01,Banyule,Residential,10440356.4468,23204
2023-06-01,Bass Coast,Commercial,3812368.6262,2478
2023-06-01,Bass Coast,Industrial,2933139.549,62
2023-06-01,Bass Coast,Residential,13827336.137,30409
2023-06-01,Baw Baw,Commercial,5631765.3185,4054
2023-06-01,Baw Baw,Industrial,7232511.354400001,106
2023-06-01,Baw Baw,Residential,13122736.186,25587
2023-06-01,Benalla,Commercial,1436022.9594,1280
2023-06-01,Benalla,Industrial,4377880.742000001,30
2023-06-01,Benalla,Residential,3965151.3246999998,7213
2023-06-01,Brimbank,Commercial,276.912,1
2023-06-01,Cardinia,Commercial,7778203.8045,5076
2023-06-01,Cardinia,Industrial,12119214.8501,191
2023-06-01,Cardinia,Residential,22728757.705,45542
2023-06-01,Casey,Commercial,11036104.322900001,5787
2023-06-01,Casey,Industrial,20335421.2351,353
2023-06-01,Casey,Residential,46787830.5971,112191
2023-06-01,Darebin,Commercial,251963.8878,128
2023-06-01,Darebin,Industrial,1017961.2178,20
2023-06-01,Darebin,Residential,1120650.4871,2329
2023-06-01,East Gippsland,Commercial,5288597.9841,4180
2023-06-01,East Gippsland,Industrial,5473736.034,88
2023-06-01,East Gippsland,Residential,14026847.046600001,26308
2023-06-01,Federation,Commercial,3.049,1
2023-06-01,Frankston,Commercial,45606.7945,20
2023-06-01,Frankston,Industrial,350184.1095,5
2023-06-01,Frankston,Residential,21911.8393,26
2023-06-01,Greater Dandenong,Commercial,290796.8406,87
2023-06-01,Greater Dandenong,Industrial,674742.508,12
2023-06-01,Greater Dandenong,Residential,5933.5289999999995,4
2023-06-01,Greater Shepparton,Commercial,5635.429999999999,5
2023-06-01,Greater Shepparton,Residential,5468.6096,8
2023-06-01,Hume,Commercial,123061.3716,48
2023-06-01,Hume,Industrial,1293658.988,18
2023-06-01,Hume,Residential,1130608.3654,2989
2023-06-01,Indigo,Commercial,1863418.3598,1356
2023-06-01,Indigo,Industrial,3225780.6284000003,20
2023-06-01,Indigo,Residential,5289044.4791,7815
2023-06-01,Knox,Commercial,9744158.4222,6353
2023-06-01,Knox,Industrial,19357940.5798,287
2023-06-01,Knox,Residential,23575412.8979,53819
2023-06-01,Latrobe (Vic.),Commercial,7075891.7265,4204
2023-06-01,Latrobe (Vic.),Industrial,21937273.6901,180
2023-06-01,Latrobe (Vic.),Residential,18013099.2399,36303
2023-06-01,Macedon Ranges,Commercial,178.202,2
2023-06-01,Macedon Ranges,Residential,1342.766,3
2023-06-01,Manningham,Commercial,743208.2241,378
2023-06-01,Manningham,Industrial,142556.64,3
2023-06-01,Manningham,Residential,4146411.4428,5157
2023-06-01,Mansfield,Commercial,1430469.1438,992
2023-06-01,Mansfield,Industrial,600650.6454,12
2023-06-01,Mansfield,Residential,4228471.0983,6519
2023-06-01,Maroondah,Commercial,7450891.5287,4906
2023-06-01,Maroondah,Industrial,15503583.3341,213
2023-06-01,Maroondah,Residential,20954068.0864,47632
2023-06-01,Mitchell,Commercial,3038602.0937,1878
2023-06-01,Mitchell,Industrial,5355931.3716,91
2023-06-01,Mitchell,Residential,11284513.9563,20753
2023-06-01,Moira,Commercial,32377.639199999998,82
2023-06-01,Moira,Industrial,36310.064,1
2023-06-01,Moira,Residential,142445.8545,205
2023-06-01,Murrindindi,Commercial,2075906.9604,1612
2023-06-01,Murrindindi,Industrial,1015341.9338,27
2023-06-01,Murrindindi,Residential,5675162.5865,8292
2023-06-01,Nillumbik,Commercial,3162648.6556,1761
2023-06-01,Nillumbik,Industrial,8071844.571,53
2023-06-01,Nillumbik,Residential,14573600.7844,22957
2023-06-01,Snowy Valleys,Residential,11.034,3
2023-06-01,South Gippsland,Commercial,4490705.086,3591
2023-06-01,South Gippsland,Industrial,6423371.1547,57
2023-06-01,South Gippsland,Residential,9752047.423,17328
2023-06-01,Strathbogie,Commercial,1511504.0835,1344
2023-06-01,Strathbogie,Industrial,1012442.2329000001,31
2023-06-01,Strathbogie,Residential,3442539.3849,5717
2023-06-01,Towong,Commercial,1022131.6024,974
2023-06-01,Towong,Industrial,308625.52599999995,8
2023-06-01,Towong,Residential,2121718.7454,3244
2023-06-01,Unincorporated Vic,Commercial,3757246.7207,605
2023-06-01,Unincorporated Vic,Industrial,1588753.242,17
2023-06-01,Unincorporated Vic,Residential,1728508.8447,1607
2023-06-01,Wangaratta,Commercial,3666513.5345,2698
2023-06-01,Wangaratta,Industrial,7344440.723999999,70
2023-06-01,Wangaratta,Residential,7882011.7572,14056
2023-06-01,Wellington,Commercial,6482657.1998,4771
2023-06-01,Wellington,Industrial,5317972.343,114
2023-06-01,Wellington,Residential,11826488.5106,23788
2023-06-01,Whitehorse,Residential,7717.2292,17
2023-06-01,Whittlesea,Commercial,12823503.8045,6992
2023-06-01,Whittlesea,Industrial,29724516.0224,381
2023-06-01,Whittlesea,Residential,37153207.9809,87275
2023-06-01,Wodonga,Commercial,3398434.1127,1910
2023-06-01,Wodonga,Industrial,13250824.6703,116
2023-06-01,Wodonga,Residential,8701207.1064,18972
2023-06-01,Yarra Ranges,Commercial,9543309.9331,6439
2023-06-01,Yarra Ranges,Industrial,12083966.4683,238
2023-06-01,Yarra Ranges,Residential,33782954.6926,62485
